Sentence,Sentiment
$WIRES: On The Wires https://t.co/vFnyErF3lE,neutral
DPZ looks ready to break out for the next leg up,positive
"Most eading Stocks lagging ES_F, DDD SSYS AKS. Others displaying climactic action, AFSI AD SNTS. AAP at Bat! Tighten Stops.",negative
CS Short Setup:,negative
Trump's $4.8 trillion budget likely to get thumbs-down from Congress,neutral
Trump Says Hes Strongly Considering Impeachment Testimony,neutral
Avantor Q4 non-GAAP EPS up 90%,positive
"user: .. AAP 600 is too far, highly unlikely crosses 557 ever again. Will C - More than likely now. 425 is next level 2 watch",negative
JCP Gets Fresh:  user,negative
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,neutral
ATI is in Breakout mode for Monday. It cleared its 200EMA on high volume + Bullish MACD cross. ong,positive
"CAT Failed at the 200 day MA, watch for the Trap Door to open imo!",negative
user: AKAM insiders buying heavily  these levels,positive
FAF new highs.,positive
$BLPH - Bellerophon Therapeutics EPS misses by $0.33 https://t.co/foAfyMnyra,negative
President and CEO Mika Vehvil+Ã±inen says the positive signs are first and foremost emerging outside Finland .,positive
FCC Chairman Kevin Martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks .,neutral
Tesla Inc. slumped in pre-market trading after the electric carmakers newly unveiled pickup truck elicited mixed r https://t.co/KDcJiSWCOp,negative
Thriving in a trade war: Japan's Murata finds a way https://t.co/Bw89pdztqe,neutral
Stakes High for AstraZeneca Heart Drug Facing Tough Competition,negative
PFE is the street asleep? I want some commentary on this move!,positive
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,positive
"AAP Short Setup: A catalyst could counter (whoa, remember AAP catalysts?) but 425 tgt, 435 resis",negative
Kudlow says China tariffs still on table for Dec. 15 https://t.co/dfmtWDxMVj,negative
$MRNA - Why Moderna's Prospects Still Look Great. https://t.co/L9PbB1tZPA #business #trading #investing,positive
The value of the three-year contract is estimated at EUR40m .,neutral
"Exxon was found not guilty in New York climate change case, ending the 4-year saga for the oil company. https://t.co/T2Zdt3jNiy",positive
"(given general negative bias when it comes to NVDA, one has to read between the lines with user )",positive
"Weekly jobless claims, which were once again far worse than expected, are the most important economic data series fÃ¢â¬Â¦ https://t.co/Rahxhfd0n8",negative
"$NFLX (-0.7% pre) Wells Fargo Downgrades Netflix (NFLX) to Underperform on Free Cash Flow Concerns, Still Sees Acqu https://t.co/D9EZor24lS",negative
China's Skyscraper Boom Comes Crashing Down Amid Developer Default  https://t.co/5J9bdNR3XT,negative
"RECAP 4/7 -Neg Comments:
$JBSS - Sidoti
$AAON - Lakewood
$FFIN - Lakewood
$KNSL - Lakewood
$RLI - Lakewood
$THFF - https://t.co/Wfe2aSGUwR",negative
BlackRocks HR chief was fired in July after office relationship https://t.co/ykgCxlIyLP via @business https://t.co/ShsANCFYo7,neutral
$ACB (+0.4% pre) Aurora Cannabis sets early conversion price - SA https://t.co/3CJO7WKWyx,positive
Consumption is forecast to grow by about 2 % .,positive
"Ford reveals new electric SUV, Mustang Mach-E",neutral
"SunExpress exercising options to buy 10 additional Boeing 737 MAX 8 planes, valued at $1.2 bln",positive
"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",neutral
CHK looks like an intermediate term bottom,positive
"BAC altho vol during formation not ideal, still a saucer nonetheless & possible C-n-H. Trend clear",positive
"Exxon Stock Still Solid and Undervalued, but the Market Doesnt Seem to Care - Investorplace.com",neutral
$QTT - Qutoutiao slides after short-seller report https://t.co/x2eEzFyy2Y,negative
"BofA Upgrades WestRock After Containerboard Conference, London Pulp Week",positive
"Chinas massive pile of soured debt is set to get even bigger, giving foreign investors more opportunities to try t https://t.co/VN3uJaVj6G",neutral
"Hexo Reported Unlicensed Cannabis, Schedules It For Destruction",neutral
"RT @WSJheard: China has been more restrained with monetary policy in the coronavirus crisis than the U.S. or Europe, but that is probably aÃ¢â¬Â¦",negative
BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,neutral
What does a Bridget Riley painting sound like? https://t.co/m7oXEPU4sa,neutral
Buying NFX 140 puts for tomorrow. 1.70 avg,negative
$SCANX: Gapping up https://t.co/I0UV1lISJU,positive
USDA Chicago Terminal Grain - Feb 10 #matprem #MarketScreener https://t.co/ZLC7avpIHW https://t.co/lrKRg8AQ5G,neutral
Kohl's stock price target cut to $50 from $53 at Wedbush,negative
Top Momentum Set-ups for tomorrow; $CRUS $VIPS $RNG $ZBRA $RAD  1. What is swing trading? 2. The short-term edge ac https://t.co/Qvji8I7VtE,neutral
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive
TJX Q3 TJX International same-store sales up 6%; FactSet consensus up 4.1%,positive
"user: IMM I love to short, They are just revealing a phone (that everyone has seen it does not make you younger) think ip5 aapl",negative
Wall Street Hits Record Highs After Reports U.S. Very Close To China Trade Deal As Deadline Looms,positive
"Stock-index futures extend losses after jobless claims, producer price data",negative
Kingfisher takeover of Mr Bricolage could hit a brick wall,negative
GrubHub stock falls after D.A. Davidson turns bearish,negative
Sino Harbour : VOLUNTARY ANNOUNCEMENT-INCREASE IN SHAREHOLDINGS BY A SUBSTANTIAL SHAREHOLDER #SinoHarbour #Stock https://t.co/96y1qXs4Fb,neutral
AAP breaking support on heavy volume - sharing a few insights VIDEO,negative
"That's a wrap folks. Friday, last week of Jan and the month are in the can.",neutral
$ROST Nov 90 calls 2.08 .. Go Long until exp imo ! Unless europeans keeps F'ing around !,positive
$UNG $UGAZ $DGAZ - Natural gas sinks 5% to near four-year lows https://t.co/U80UHz81yR,negative
"Sensex Surges Over 1,550 Points, Nifty Touches 8,700; Financial, IT Stocks Jump
https://t.co/2uzIGVXmRn",positive
"Hedge Funds Are Done Buying Waddell & Reed Financial, Inc. (WDR)?",negative
"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",negative
PAY p 7.6% AH  22.01 No real resistance until 23.40 (20 day avg.),positive
Scanfil issued a profit warning on 10 April 2006 .,negative
BAC Oups OD is 12.16 now,negative
QCO Questcor ises On nusually High Volume (QCO),positive
Boeing's stock dives after NTSB recommends 'more robust redesign' of 737-700s,negative
Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,negative
Sage Group to Sell Payments Business to Elavon for $300 Million,neutral
"API data show a roughly 6 million-barrel weekly rise in U.S. crude stocks, sources say",negative
Cambrian Innovation Acquires Baswood and Accelerates Progress Toward Sustainable Industrial Wastewater Management,neutral
$KHC - Kraft +3% after sales update https://t.co/eAFo7YSXIl,positive
"What Can We Make Of Paychex, Inc.s (NASDAQ:PAYX) High Return On Capital?",neutral
GAE buying more 1.83,positive
user: NVDA is a growing cash cow with a 20 P.T by EOY 2013-2014 XK AMD STX QCOM INTC #Technology,positive
"Even as a loan program for small businesses weakened by the coronavirus pandemic expands, the first applicants stilÃ¢â¬Â¦ https://t.co/loiAEnfegp",negative
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",positive
Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,neutral
Mobile data transfer is expected to increase explosively in the LTE era .,neutral
"Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.",positive
"Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing a project in St Petersburg , comprising about a million square meters of residential space , two hospitals and several schools and nurseries .",neutral
Their names have not yet been released .,neutral
"Mnuchin: 'If we don't get it done this year, it will be top of the list' next year, on infrastructure",neutral
"Weekly jobless claims, which were once again far worse than expected, are the most important economic data series fÃ¢â¬Â¦ https://t.co/Rahxhfd0n8",negative
"Subject of the 'Serial' podcast, Adnan Syed, will not get a new trial https://t.co/lOFCiMPnYq",neutral
"Sensex Rises Over 400 Points, Nifty Touches 9,400 Amid Volatile Trade
https://t.co/VowCyqThcx",positive
"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .",positive
"Sweden's Riksbank underscores its commitment to zero interest rates, despite cutting its inflation forecast https://t.co/cqDzr8JVZ9",neutral
"Consumer Inflation Likely Fell To Four-Month Low In March: Poll
https://t.co/VEzKWZInDZ",negative
"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .",neutral
"PKG three back to back strong days, good volume too, very nice move",positive
Calgon Carbon Corporation Announces Global Price Increase for 2020  https://t.co/i7pooa6dWY,neutral
"Experience Management Leader Medallia to Acquire Video Feedback Platform, LivingLens",neutral
$DMPI DelMar Pharmaceuticals Presents Positive Interim Data of VAL-083 Demonstrating Favorable Outcomes... https://t.co/5WbTTriTwV,positive
"Clothing retail chain Sepp+Ã±l+Ã± 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .",positive
PETM ooks like water coming out of a garden hose...,negative
Also construction expenses have gone up in Russia .,negative
Texas Instruments stock price target raised to $125 vs. $122 at SunTrust Robinson Humphrey,positive
AAP trader keeps reloading selling in 250 lots in the Feb 445P. -49 delta option could create support or push stock up temp,positive
BJ's Wholesale Q3 total revenue $3.32 bln vs. $3.22 bln a year ago; FactSet consensus $3.30 bln,positive
$BAC $ADSK $NFLX long this morning,positive
"Today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .",neutral
$vxx adding to position here !,positive
AAP obbers hit Apple Store in Paris.  Prefer to take merchendise over cash.  Bullish.,positive
+1 user: QCO  New MS Study results... enjoy,positive
"Not appropriate to compare energy stocks to tobacco, Chevron CEO says",neutral
Comeback Year Gets Even Better for Tiger Woods,neutral
"DNDN, nice 5 minute green volume bars, lows in",positive
Abiomed down 9% on study questioning value of impella heart pump,negative
Everyday I have a great Hangouts experience and business use case... goog,positive
"Crude Oil Market Set For Record Surplus Amid Coronavirus-Led Demand Slump: Goldman Sachs
https://t.co/ZIy5kqur57",positive
"Rupee Drops Below 76 Mark Against Dollar Amid Coronavirus Crisis
https://t.co/CKANJR47UG",negative
Natural Gas Continues To Dig A Deeper Bottom. https://t.co/QaKv8khDJG #stocks #investing #trading,negative
NFX short moved targets for reversal up - not in yet S1 and MA,negative
Pizza Hut's Struggling Turnaround Weighs on Yum Brands Results,negative
New wind farm financing in Europe to face delays in 2020: report https://t.co/PRnWG0VQtu https://t.co/LDU3NrEcye,negative
